urls,caption,event_id
http://www.mufoncms.com/files_jeud8334j/72507_submitter_file1__image.jpg,a man in a field with a frisbee,72507
http://www.mufoncms.com/files_jeud8334j/72511_submitter_file1__IMG4321.JPG,a person flying a kite in a cloudy sky .,72511
http://www.mufoncms.com/files_jeud8334j/72522_submitter_file1__20151113144325.jpg,a kite flying in the sky with a sky background,72522
http://www.mufoncms.com/files_jeud8334j/72523_submitter_file3__movie1947814.jpg,a picture of a tree in the dark .,72523
http://www.mufoncms.com/files_jeud8334j/72527_submitter_file1__341.jpg,a fire hydrant in the middle of a field .,72527
http://www.mufoncms.com/files_jeud8334j/72532_submitter_file1__201511151657361.jpg,a red fire hydrant sitting in the middle of a forest .,72532
http://www.mufoncms.com/files_jeud8334j/72536_submitter_file1__12234990102049428613634534351012049138282526n1.jpg,a close up of a person holding a wii remote,72536
http://www.mufoncms.com/files_jeud8334j/72538_submitter_file1__20151108161022.jpg,a person flying a kite in a cloudy sky .,72538
http://www.mufoncms.com/files_jeud8334j/72540_submitter_file1__firstone.png,a flock of birds flying through a cloudy sky .,72540
http://www.mufoncms.com/files_jeud8334j/72542_submitter_file1__IMG0623.JPG,a man standing in front of a fire hydrant .,72542
http://www.mufoncms.com/files_jeud8334j/72570_submitter_file1__20151104120015M120.JPG,a plane flying in the sky over a mountain .,72570
http://www.mufoncms.com/files_jeud8334j/72575_submitter_file1__1223357510207122198189840488412876n.jpg,a person riding a surf board on a wave,72575
http://www.mufoncms.com/files_jeud8334j/72582_submitter_file1__image.jpeg,a traffic light hanging over a city street .,72582
http://www.mufoncms.com/files_jeud8334j/72584_submitter_file1__image.jpg,a view of a mountain range from a plane .,72584
http://www.mufoncms.com/files_jeud8334j/72586_submitter_file1__ufosnormal.jpg,a group of people flying kites in the sky .,72586
http://www.mufoncms.com/files_jeud8334j/72588_submitter_file1__image1.jpg,a red and white fire hydrant in the snow .,72588
http://www.mufoncms.com/files_jeud8334j/72593_submitter_file1__1224986511955525971410588123375574911701986n.jpeg,a couple of trees that are in the grass .,72593
http://www.mufoncms.com/files_jeud8334j/72603_submitter_file1__20151119173906HDR.jpg,a train traveling down tracks next to a forest .,72603
http://www.mufoncms.com/files_jeud8334j/72609_submitter_file1__IMG2191.JPG,a man is holding a kite in the air .,72609
http://www.mufoncms.com/files_jeud8334j/72622_submitter_file1__UFO.png,a person holding a kite in the air,72622
http://www.mufoncms.com/files_jeud8334j/72629_submitter_file1__image.jpg,a view of a river with a bridge in the background .,72629
http://www.mufoncms.com/files_jeud8334j/72649_submitter_file1__IMG3336.JPG,a woman standing on a beach holding a surfboard .,72649
http://www.mufoncms.com/files_jeud8334j/72651_submitter_file1__20151119102201.jpg,a plane flying in the sky with a sky background,72651
http://www.mufoncms.com/files_jeud8334j/72653_submitter_file1__20151120232519.jpg,a person riding a skate board on a city street,72653
http://www.mufoncms.com/files_jeud8334j/72654_submitter_file1__20151121175049.jpg,a view of a street light from a window .,72654
http://www.mufoncms.com/files_jeud8334j/72655_submitter_file1__IMAG0168BURST012.jpg,a person on a snowboard in the snow .,72655
http://www.mufoncms.com/files_jeud8334j/72663_submitter_file1__IMG1616.JPG,a blue and white airplane flying in the sky .,72663
http://www.mufoncms.com/files_jeud8334j/72664_submitter_file1__20151120194804.jpg,a traffic light suspended over a city street .,72664
http://www.mufoncms.com/files_jeud8334j/72670_submitter_file1__image.png,a kite flying in the sky over a city .,72670
http://www.mufoncms.com/files_jeud8334j/72680_submitter_file1__20151122165954.jpg,a person standing on a beach flying a kite .,72680
http://www.mufoncms.com/files_jeud8334j/72682_submitter_file1__20151118161534.jpg,a couple of birds sitting on top of a tree .,72682
http://www.mufoncms.com/files_jeud8334j/72683_submitter_file1__Screenshot20151118124942.png,a plane flying over a body of water,72683
http://www.mufoncms.com/files_jeud8334j/72685_submitter_file1__PICT0006.JPG,a plane flying in the sky over a building .,72685
http://www.mufoncms.com/files_jeud8334j/72688_submitter_file1__extractedVidImage.png,a close up of a person holding a pair of scissors,72688
http://www.mufoncms.com/files_jeud8334j/72694_submitter_file1__1122156am.jpg,a view of a city skyline from a plane .,72694
http://www.mufoncms.com/files_jeud8334j/72697_submitter_file1__1.jpg,a small airplane flying over a lush green field .,72697
http://www.mufoncms.com/files_jeud8334j/72699_submitter_file1__IMGP1864.JPG,a kite flying in the sky over a city .,72699
http://www.mufoncms.com/files_jeud8334j/72701_submitter_file1__DSCF0179111.jpg,a black and white photo of a clock tower .,72701
http://www.mufoncms.com/files_jeud8334j/72707_submitter_file1__image.jpeg,a view of a city street at night .,72707
http://www.mufoncms.com/files_jeud8334j/72708_submitter_file1__image.jpeg,a view of a city street at night .,72708
http://www.mufoncms.com/files_jeud8334j/72709_submitter_file1__20151123141108.jpg,a view of a city street with a lot of trees .,72709
http://www.mufoncms.com/files_jeud8334j/72710_submitter_file1__MFDC0356.JPG,a black and white photo of a man holding an umbrella .,72710
http://www.mufoncms.com/files_jeud8334j/72711_submitter_file1__1448388436349.jpg,a pair of scissors sitting on top of a table .,72711
http://www.mufoncms.com/files_jeud8334j/72712_submitter_file1__1448388436349.jpg,a pair of scissors sitting on top of a table .,72712
http://www.mufoncms.com/files_jeud8334j/72713_submitter_file1__1448388436349.jpg,a pair of scissors sitting on top of a table .,72713
http://www.mufoncms.com/files_jeud8334j/72721_submitter_file1__20151010163800.jpg,a person flying a kite in a field .,72721
http://www.mufoncms.com/files_jeud8334j/72722_submitter_file1__20151124195042.jpg,a night view of a city street at night .,72722
http://www.mufoncms.com/files_jeud8334j/72726_submitter_file2__image.jpeg,a person jumping a skate board in the air,72726
http://www.mufoncms.com/files_jeud8334j/72731_submitter_file1__ufosep2015.JPG,a pair of scissors sitting on top of a table .,72731
http://www.mufoncms.com/files_jeud8334j/72739_submitter_file1__20151125145521.jpg,a person flying a kite on a cloudy day .,72739
http://www.mufoncms.com/files_jeud8334j/72742_submitter_file1__201511209523571121.jpg,a black and white photo of a man in a suit,72742
http://www.mufoncms.com/files_jeud8334j/72744_submitter_file1__IMG20151121145028.jpg,a truck driving down a highway next to a highway .,72744
http://www.mufoncms.com/files_jeud8334j/72745_submitter_file1__weircoverd.png,a blue and white kite flying in a blue sky .,72745
http://www.mufoncms.com/files_jeud8334j/72746_submitter_file1__DSC0001.JPG,a white toilet sitting next to a window .,72746
http://www.mufoncms.com/files_jeud8334j/72747_submitter_file1__DSC0001.JPG,a white toilet sitting next to a window .,72747
http://www.mufoncms.com/files_jeud8334j/72751_submitter_file1__IMG0090.JPG,a traffic light sitting on the side of a road .,72751
http://www.mufoncms.com/files_jeud8334j/72758_submitter_file1__q21.jpg,a black and white photo of a clock tower .,72758
http://www.mufoncms.com/files_jeud8334j/72765_submitter_file1__BloodMoonUFO007.JPG,a street light with a red light on it,72765
http://www.mufoncms.com/files_jeud8334j/72772_submitter_file1__20151126230253.jpg,a person taking a picture of themselves in the mirror .,72772
http://www.mufoncms.com/files_jeud8334j/72776_submitter_file1__image.jpg,a black and white photo of a clock .,72776
http://www.mufoncms.com/files_jeud8334j/72777_submitter_file1__UFO.png,a close up of a person holding a pair of scissors,72777
http://www.mufoncms.com/files_jeud8334j/72780_submitter_file1__Lights.png,a traffic light suspended over a city street .,72780
http://www.mufoncms.com/files_jeud8334j/72795_submitter_file1__image.jpeg,a plane flying in the sky with a sky background,72795
http://www.mufoncms.com/files_jeud8334j/72800_submitter_file1__Screenshot20151127182236.png,a close up of a person holding a kite,72800
http://www.mufoncms.com/files_jeud8334j/72801_submitter_file1__1128151729.jpg,a black and white photo of a street light .,72801
http://www.mufoncms.com/files_jeud8334j/72809_submitter_file1__IMG844642775040146.jpeg,a red stop sign sitting on the side of a road .,72809
http://www.mufoncms.com/files_jeud8334j/72815_submitter_file1__Screenshot20151129063307.png,a group of people flying kites in the sky .,72815
http://www.mufoncms.com/files_jeud8334j/72820_submitter_file1__image.jpeg,a red stop sign sitting on the side of a road .,72820
http://www.mufoncms.com/files_jeud8334j/72826_submitter_file1__IMG20150926103450095.jpg,a group of people riding skis down a snow covered slope .,72826
http://www.mufoncms.com/files_jeud8334j/72830_submitter_file1__IMG20150927202108102.jpg,a clock tower in the middle of a forest .,72830
http://www.mufoncms.com/files_jeud8334j/72838_submitter_file1__ufo3.jpg,a person on a snowboard in the snow .,72838
http://www.mufoncms.com/files_jeud8334j/72839_submitter_file2__ScreenShot20151130at6.53.33AM.png,a view of a parking meter in the snow .,72839
http://www.mufoncms.com/files_jeud8334j/72844_submitter_file2__whatisthis.png,a plane flying in the sky over a city .,72844
http://www.mufoncms.com/files_jeud8334j/72849_submitter_file1__20151123184737.jpg,a view of a city street at night .,72849
http://www.mufoncms.com/files_jeud8334j/72851_submitter_file2__planeandufo0001.jpg,a plane flying in the sky with a sky background,72851
http://www.mufoncms.com/files_jeud8334j/72852_submitter_file1__20151129143917resized.jpg,a person is flying a kite in a field .,72852
http://www.mufoncms.com/files_jeud8334j/72856_submitter_file1__Sighting30NOV2015.jpg,a black and white cat sitting on top of a desk .,72856
http://www.mufoncms.com/files_jeud8334j/72857_submitter_file1__PosicionamentodosUFOSdia27112015.png,a black and white photo of a mountain range .,72857
http://www.mufoncms.com/files_jeud8334j/72860_submitter_file1__July22015IdahoNo1.jpg,a lone horse grazing in a large field .,72860
http://www.mufoncms.com/files_jeud8334j/72870_submitter_file1__V44AD.png,a view of a city skyline from a plane .,72870
http://www.mufoncms.com/files_jeud8334j/72876_submitter_file1__IMG0408.JPG,a view of a city street at night .,72876
http://www.mufoncms.com/files_jeud8334j/72879_submitter_file1__271120150510uhrB.jpg,a view of a city skyline from a plane .,72879
http://www.mufoncms.com/files_jeud8334j/72887_submitter_file1__IMG20151202WA0029.jpg,a group of people standing on top of a train .,72887
http://www.mufoncms.com/files_jeud8334j/72892_submitter_file1__WP20151012194437Pro.jpg,a blurry photo of a street light,72892
http://www.mufoncms.com/files_jeud8334j/72910_submitter_file1__IMGP47192.jpg,a close up of a person holding a pair of scissors,72910
http://www.mufoncms.com/files_jeud8334j/72915_submitter_file1__Ufo1.jpg,a view of a city street from a distance .,72915
http://www.mufoncms.com/files_jeud8334j/72920_submitter_file1__2smallplanes.jpg,a person flying a kite in a cloudy sky .,72920
http://www.mufoncms.com/files_jeud8334j/72921_submitter_file1__IMG201511302023016063.jpg,a black and white photo of a black and white photo,72921
http://www.mufoncms.com/files_jeud8334j/72927_submitter_file1__20151124192451.jpg,a person on a skateboard in the air .,72927
http://www.mufoncms.com/files_jeud8334j/72964_submitter_file1__crisorangeorbs1.JPG,a stop sign on a road with a sky background,72964
http://www.mufoncms.com/files_jeud8334j/72966_submitter_file1__20151207005531.jpg,a close up of a person holding a cell phone,72966
http://www.mufoncms.com/files_jeud8334j/72968_submitter_file1__IMG4797.jpg,a traffic light sitting on the side of a road .,72968
http://www.mufoncms.com/files_jeud8334j/72971_submitter_file1__UFO.JPG,a close up of a bird on a window sill,72971
http://www.mufoncms.com/files_jeud8334j/72973_submitter_file1__V250D.jpg,a kite flying in the sky with a sky background,72973
http://www.mufoncms.com/files_jeud8334j/72975_submitter_file1__Screenshot20151202182546.png,a black and white photo of a plane flying in the sky,72975
http://www.mufoncms.com/files_jeud8334j/72976_submitter_file1__V2688.jpg,a kite flying in the sky with a sky background,72976
http://www.mufoncms.com/files_jeud8334j/72986_submitter_file1__tr3b.jpg,a black and white photo of a clock on a wall,72986
http://www.mufoncms.com/files_jeud8334j/73011_submitter_file1__Screenshot20151209190931.png,a plane flying in the sky with a sky background,73011
http://www.mufoncms.com/files_jeud8334j/73022_submitter_file1__Screenshot20151020100650.png,a plane flying in the sky with a sky background,73022
http://www.mufoncms.com/files_jeud8334j/73023_submitter_file1__20140910183217.jpg,a person is flying a kite in the sky .,73023
http://www.mufoncms.com/files_jeud8334j/73030_submitter_file1__IMG20151207092142.jpg,a close up of a white and black vase .,73030
http://www.mufoncms.com/files_jeud8334j/73034_submitter_file1__2015103007.53.13.jpg,a kite flying in the sky over a city .,73034
http://www.mufoncms.com/files_jeud8334j/73038_submitter_file1__image.jpeg,a plane flying in the sky over a city .,73038
http://www.mufoncms.com/files_jeud8334j/73040_submitter_file1__1128151044.jpg,a plane flying over a body of water,73040
http://www.mufoncms.com/files_jeud8334j/73047_submitter_file1__image.jpg,a pair of scissors sitting on top of a table .,73047
http://www.mufoncms.com/files_jeud8334j/73065_submitter_file1__20150907112029.jpg,a train traveling through a lush green countryside .,73065
http://www.mufoncms.com/files_jeud8334j/73071_submitter_file1__image.jpeg,a train traveling down tracks next to a tall building .,73071
http://www.mufoncms.com/files_jeud8334j/73072_submitter_file1__image.jpeg,a train traveling down tracks next to a tall building .,73072
http://www.mufoncms.com/files_jeud8334j/73076_submitter_file1__IMAG0489a.jpg,a person riding a horse on a beach,73076
